time,rssi,RSRP,lte_sinr,RSRQ,network_connect,ARFCN,LAC,Cell_ID,RXLEV,neighbor_info/0/TECH,neighbor_info/0/BAND,neighbor_info/0/LAC,neighbor_info/0/Cell_ID,neighbor_info/0/BSIC,neighbor_info/0/ARFCN,neighbor_info/0/RXLEV,wifi/started,wifi/finished,wifi/successful,bluetooth/time,bluetooth/successful,bluetooth/devices/0/address,bluetooth/devices/0/address_type,bluetooth/devices/0/name,bluetooth/devices/0/signal_strength,bluetooth/devices/1/address,bluetooth/devices/1/address_type,bluetooth/devices/1/name,bluetooth/devices/1/signal_strength,bluetooth/devices/2/address,bluetooth/devices/2/address_type,bluetooth/devices/2/name,bluetooth/devices/2/signal_strength,bluetooth/devices/3/address,bluetooth/devices/3/address_type,bluetooth/devices/3/name,bluetooth/devices/3/signal_strength,bluetooth/devices/4/address,bluetooth/devices/4/address_type,bluetooth/devices/4/name,bluetooth/devices/4/signal_strength,bluetooth/devices/5/address,bluetooth/devices/5/address_type,bluetooth/devices/5/name,bluetooth/devices/5/signal_strength,bluetooth/devices/6/address,bluetooth/devices/6/address_type,bluetooth/devices/6/name,bluetooth/devices/6/signal_strength,bluetooth/devices/7/address,bluetooth/devices/7/address_type,bluetooth/devices/7/name,bluetooth/devices/7/signal_strength,bluetooth/devices/8/address,bluetooth/devices/8/address_type,bluetooth/devices/8/name,bluetooth/devices/8/signal_strength,bluetooth/devices/9/address,bluetooth/devices/9/address_type,bluetooth/devices/9/name,bluetooth/devices/9/signal_strength,bluetooth/devices/10/address,bluetooth/devices/10/address_type,bluetooth/devices/10/name,bluetooth/devices/10/signal_strength,bluetooth/devices/11/address,bluetooth/devices/11/address_type,bluetooth/devices/11/name,bluetooth/devices/11/signal_strength,bluetooth/devices/12/address,bluetooth/devices/12/address_type,bluetooth/devices/12/name,bluetooth/devices/12/signal_strength,bluetooth/devices/13/address,bluetooth/devices/13/address_type,bluetooth/devices/13/name,bluetooth/devices/13/signal_strength,neighbor_info/0/PCI,neighbor_info/0/RSRP,neighbor_info/0/RSRQ,neighbor_info/1/TECH,neighbor_info/1/PCI,neighbor_info/1/RSRP,neighbor_info/1/RSRQ,neighbor_info/1/ARFCN,neighbor_info/1/RXLEV,neighbor_info/2/TECH,neighbor_info/2/PCI,neighbor_info/2/RSRP,neighbor_info/2/RSRQ,neighbor_info/2/ARFCN,neighbor_info/2/RXLEV,wifi/access_points/0/bssid,wifi/access_points/0/ssid,wifi/access_points/0/frequency,wifi/access_points/0/channel,wifi/access_points/0/signal_strength,wifi/access_points/0/age,wifi/access_points/1/bssid,wifi/access_points/1/ssid,wifi/access_points/1/frequency,wifi/access_points/1/channel,wifi/access_points/1/signal_strength,wifi/access_points/1/age
2019-08-06 08:18:31.518,-91,-121,-6,-14,true,1444,13601,26998535,-90,LTE,,,,,1444,-90,2019-08-06 08:18:30.451,2019-08-06 08:18:30.953,true,2019-08-06 08:18:31.529,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,189,-125,-18,LTE,477,-125,-16,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:32.098,-91,-121,-6,-14,true,1444,13601,26998535,-90,LTE,,,,,1444,-90,2019-08-06 08:18:30.953,2019-08-06 08:18:31.446,true,2019-08-06 08:18:32.110,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,189,-125,-18,LTE,477,-125,-16,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:32.666,-91,-121,-6,-14,true,1444,13601,26998535,-89,LTE,,,,,3749,-78,2019-08-06 08:18:31.446,2019-08-06 08:18:31.938,true,2019-08-06 08:18:32.678,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,338,-102,-14,LTE,477,-122,-14,1300,-90,LTE,189,-126,-19,1444,-90,,,,,,,,,,,,
2019-08-06 08:18:33.235,-91,-121,-6,-14,true,1444,13601,26998535,-91,LTE,,,,,3749,-78,2019-08-06 08:18:31.938,2019-08-06 08:18:32.429,true,2019-08-06 08:18:33.247,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,338,-102,-14,LTE,477,-122,-14,1300,-90,LTE,189,-126,-19,1444,-90,,,,,,,,,,,,
2019-08-06 08:18:33.804,-77,-102,-4,-18,true,3749,13601,26998532,-78,GSM,0,0,0,0,0,0,2019-08-06 08:18:32.429,2019-08-06 08:18:32.919,true,2019-08-06 08:18:33.814,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:34.383,-77,-100,-20,-17,true,3749,13601,26998532,-78,LTE,,,,,1300,-90,2019-08-06 08:18:32.919,2019-08-06 08:18:33.412,true,2019-08-06 08:18:34.399,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,478,-124,-15,LTE,477,-124,-15,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:34.956,-77,-100,-20,-17,true,3749,13601,26998532,-77,LTE,,,,,1300,-90,2019-08-06 08:18:33.412,2019-08-06 08:18:33.901,true,2019-08-06 08:18:34.968,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,478,-124,-15,LTE,477,-124,-15,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:35.530,-77,-100,-20,-17,true,3749,13601,26998532,-77,LTE,,,,,1300,-90,2019-08-06 08:18:33.901,2019-08-06 08:18:34.393,true,2019-08-06 08:18:35.539,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,478,-124,-15,LTE,477,-124,-15,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:36.110,-76,-102,-20,-19,true,3749,13601,26998532,-77,LTE,,,,,1300,-90,2019-08-06 08:18:34.393,2019-08-06 08:18:34.886,true,2019-08-06 08:18:36.121,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,478,-124,-15,LTE,477,-124,-15,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:36.680,-76,-103,-5,-19,true,3749,13601,26998532,-77,LTE,,,,,1300,-90,2019-08-06 08:18:34.886,2019-08-06 08:18:35.377,true,2019-08-06 08:18:36.691,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,478,-124,-15,LTE,477,-124,-15,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:37.248,-63,-98,-8,107,true,3749,13601,26998532,-64,LTE,,,,,1300,-90,2019-08-06 08:18:35.377,2019-08-06 08:18:35.888,true,2019-08-06 08:18:37.260,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,478,-124,-15,LTE,477,-124,-15,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:37.819,-77,-100,-20,107,true,3749,13601,26998532,-78,LTE,,,,,1300,-90,2019-08-06 08:18:35.888,2019-08-06 08:18:36.433,true,2019-08-06 08:18:37.831,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,478,-124,-15,LTE,477,-124,-15,1300,-90,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:38.389,-62,-99,-20,106,true,3749,13601,26998532,-63,GSM,0,0,0,0,0,0,2019-08-06 08:18:36.433,2019-08-06 08:18:37.002,true,2019-08-06 08:18:38.400,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:38.959,-62,-98,-9,106,true,3749,13601,26998532,-63,GSM,0,0,0,0,0,0,2019-08-06 08:18:37.002,2019-08-06 08:18:37.565,true,2019-08-06 08:18:38.970,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06 08:18:39.527,-74,-99,-20,106,true,3749,13601,26998532,-75,GSM,0,0,0,0,0,0,2019-08-06 08:18:37.565,2019-08-06 08:18:38.127,true,2019-08-06 08:18:39.537,true,00:12:6F:3E:59:4x,public,,0,00:22:A0:5A:95:7x,public,,0,40:12:05:91:A3:1x,random,,0,43:67:58:C3:3B:Ax,random,,0,44:AE:0D:C0:03:5x,random,,0,46:41:86:6C:AE:Cx,random,,0,47:AE:65:95:7D:Ex,random,,0,48:57:8B:04:92:Dx,random,,0,4B:B7:2F:6C:72:5x,random,,0,4D:E8:75:6C:CA:9x,random,,0,4F:EB:B8:45:F6:3x,random,,0,62:C8:67:4F:96:1x,random,,0,66:34:33:DB:C2:Ex,random,,0,B8:0E:9E:70:70:0x,public,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
